year,cowcode,country,xpers
1962,790,Nepal,.39755204
1963,790,Nepal,.39755204
1964,790,Nepal,.39755204
1965,790,Nepal,.39755204
1966,790,Nepal,.39755204
1967,790,Nepal,.39755204
1968,790,Nepal,.39755204
1969,790,Nepal,.39755204
1970,790,Nepal,.39755204
1971,790,Nepal,.39755204
1972,790,Nepal,.39755204
1973,790,Nepal,.39755204
1974,790,Nepal,.39755204
1975,790,Nepal,.39755204
1976,790,Nepal,.49566168
1977,790,Nepal,.49566168
1978,790,Nepal,.49566168
1979,790,Nepal,.49566168
1980,790,Nepal,.39755204
1981,790,Nepal,.49566168
1982,790,Nepal,.49566168
1983,790,Nepal,.49566168
1984,790,Nepal,.49566168
1985,790,Nepal,.49566168
1986,790,Nepal,.49566168
1987,790,Nepal,.49566168
1988,790,Nepal,.49566168
1989,790,Nepal,.49566168
1990,790,Nepal,.49566168
1991,790,Nepal,.49566168
2003,790,Nepal,.33389109
2004,790,Nepal,.33389109
2005,790,Nepal,.33389109
2006,790,Nepal,.33389109
1946,800,Thailand,.13625468
1947,800,Thailand,.2330227
1948,800,Thailand,0
1949,800,Thailand,.12917839
1950,800,Thailand,.2459797
1951,800,Thailand,.2459797
1952,800,Thailand,.15219994
1953,800,Thailand,.15219994
1954,800,Thailand,.15219994
1955,800,Thailand,.15219994
1956,800,Thailand,.2459797
1957,800,Thailand,.2459797
1958,800,Thailand,.28811148
1959,800,Thailand,.33389109
1960,800,Thailand,.33389109
1961,800,Thailand,.33389109
1962,800,Thailand,.33389109
1963,800,Thailand,.33389109
1964,800,Thailand,0
1965,800,Thailand,0
1966,800,Thailand,0
1967,800,Thailand,0
1968,800,Thailand,0
1969,800,Thailand,.12917839
1970,800,Thailand,.12917839
1971,800,Thailand,.12917839
1972,800,Thailand,0
1973,800,Thailand,0
1977,800,Thailand,0
1978,800,Thailand,0
1979,800,Thailand,0
1980,800,Thailand,0
1981,800,Thailand,0
1982,800,Thailand,0
1983,800,Thailand,0
1984,800,Thailand,0
1985,800,Thailand,0
1986,800,Thailand,0
1987,800,Thailand,0
1988,800,Thailand,0
1992,800,Thailand,.12917839
2007,800,Thailand,0
1954,811,Cambodia,.41961691
1955,811,Cambodia,.41961691
1956,811,Cambodia,.6059227
1957,811,Cambodia,.6059227
1958,811,Cambodia,.6059227
1959,811,Cambodia,.6059227
1960,811,Cambodia,.69098216
1961,811,Cambodia,.69098216
1962,811,Cambodia,.69098216
1963,811,Cambodia,.69098216
1964,811,Cambodia,.69098216
1965,811,Cambodia,.69098216
1966,811,Cambodia,.69098216
1967,811,Cambodia,.69098216
1968,811,Cambodia,.69098216
1969,811,Cambodia,.69098216
1970,811,Cambodia,.56846595
1971,811,Cambodia,.44452095
1972,811,Cambodia,.44452095
1973,811,Cambodia,.63292742
1974,811,Cambodia,.77536583
1975,811,Cambodia,.77536583
1976,811,Cambodia,.87193984
1977,811,Cambodia,.87193984
1978,811,Cambodia,.87193984
1979,811,Cambodia,.87193984
1980,811,Cambodia,.13625468
1981,811,Cambodia,.13625468
1982,811,Cambodia,.13625468
1983,811,Cambodia,.13625468
1984,811,Cambodia,.13625468
1985,811,Cambodia,.13625468
1986,811,Cambodia,.2646189
1987,811,Cambodia,.42150977
1988,811,Cambodia,.42150977
1989,811,Cambodia,.42150977
1990,811,Cambodia,.42150977
1991,811,Cambodia,.42150977
1992,811,Cambodia,.42150977
1993,811,Cambodia,.42150977
1994,811,Cambodia,.42150977
1995,811,Cambodia,.42150977
1996,811,Cambodia,.42150977
1997,811,Cambodia,.42150977
1998,811,Cambodia,.42150977
1999,811,Cambodia,.42150977
2000,811,Cambodia,.42150977
2001,811,Cambodia,.42150977
2002,811,Cambodia,.42150977
2003,811,Cambodia,.42150977
2004,811,Cambodia,.42150977
2005,811,Cambodia,.5064351
2006,811,Cambodia,.5064351
2007,811,Cambodia,.5064351
2008,811,Cambodia,.5064351
2009,811,Cambodia,.5064351
2010,811,Cambodia,.5064351
1960,812,Laos,.33389109
1961,812,Laos,.33389109
1962,812,Laos,.33389109
1976,812,Laos,.25147712
1977,812,Laos,.25147712
1978,812,Laos,.25147712
1979,812,Laos,.25147712
1980,812,Laos,.25147712
1981,812,Laos,.25147712
1982,812,Laos,.25147712
1983,812,Laos,.25147712
1984,812,Laos,.25147712
1985,812,Laos,.25147712
1986,812,Laos,.25147712
1987,812,Laos,.25147712
1988,812,Laos,.25147712
1989,812,Laos,.25147712
1990,812,Laos,.25147712
1991,812,Laos,.25147712
1992,812,Laos,.25147712
1993,812,Laos,.25147712
1994,812,Laos,.25147712
1995,812,Laos,.25147712
1996,812,Laos,.25147712
1997,812,Laos,.25147712
1998,812,Laos,.25147712
1999,812,Laos,.25147712
2000,812,Laos,.25147712
2001,812,Laos,.25147712
2002,812,Laos,.25147712
2003,812,Laos,.25147712
2004,812,Laos,.25147712
2005,812,Laos,.25147712
2006,812,Laos,.25147712
2007,812,Laos,.25147712
2008,812,Laos,.25147712
2009,812,Laos,.25147712
2010,812,Laos,.25147712
1955,816,Vietnam,0
1956,816,Vietnam,0
1957,816,Vietnam,0
1958,816,Vietnam,0
1959,816,Vietnam,0
1960,816,Vietnam,0
1961,816,Vietnam,0
1962,816,Vietnam,0
1963,816,Vietnam,0
1964,816,Vietnam,0
1965,816,Vietnam,.15219994
1966,816,Vietnam,.15219994
1967,816,Vietnam,.15219994
1968,816,Vietnam,.15219994
1969,816,Vietnam,.15219994
1970,816,Vietnam,0
1971,816,Vietnam,0
1972,816,Vietnam,0
1973,816,Vietnam,0
1974,816,Vietnam,0
1975,816,Vietnam,0
1976,816,Vietnam,0
1977,816,Vietnam,.35681182
1978,816,Vietnam,.35681182
1979,816,Vietnam,.35681182
1980,816,Vietnam,.44452095
1981,816,Vietnam,.44452095
1982,816,Vietnam,.44452095
1983,816,Vietnam,.44452095
1984,816,Vietnam,.44452095
1985,816,Vietnam,.44452095
1986,816,Vietnam,.44452095
1987,816,Vietnam,0
1988,816,Vietnam,0
1989,816,Vietnam,0
1990,816,Vietnam,0
1991,816,Vietnam,0
1992,816,Vietnam,0
1993,816,Vietnam,0
1994,816,Vietnam,0
1995,816,Vietnam,0
1996,816,Vietnam,0
1997,816,Vietnam,0
1998,816,Vietnam,0
1999,816,Vietnam,0
2000,816,Vietnam,0
2001,816,Vietnam,.16828956
2002,816,Vietnam,0
2003,816,Vietnam,0
2004,816,Vietnam,0
2005,816,Vietnam,0
2006,816,Vietnam,0
2007,816,Vietnam,0
2008,816,Vietnam,0
2009,816,Vietnam,0
2010,816,Vietnam,0
1955,817,Republic of Vietnam,.71786338
1956,817,Republic of Vietnam,.71786338
1957,817,Republic of Vietnam,.71786338
1958,817,Republic of Vietnam,.71786338
1959,817,Republic of Vietnam,.71786338
1960,817,Republic of Vietnam,.71786338
1961,817,Republic of Vietnam,.71786338
1962,817,Republic of Vietnam,.71786338
1963,817,Republic of Vietnam,.71786338
1964,817,Republic of Vietnam,0
1965,817,Republic of Vietnam,0
1966,817,Republic of Vietnam,0
1967,817,Republic of Vietnam,0
1968,817,Republic of Vietnam,.24923688
1969,817,Republic of Vietnam,.24923688
1970,817,Republic of Vietnam,.24923688
1971,817,Republic of Vietnam,.24923688
1972,817,Republic of Vietnam,.24923688
1973,817,Republic of Vietnam,.24923688
1974,817,Republic of Vietnam,.24923688
1975,817,Republic of Vietnam,.24923688
1958,820,Malaysia,.16828956
1959,820,Malaysia,.16828956
1960,820,Malaysia,.16828956
1961,820,Malaysia,.16828956
1962,820,Malaysia,.16828956
1963,820,Malaysia,.16828956
1964,820,Malaysia,.16828956
1965,820,Malaysia,.16828956
1966,820,Malaysia,.16828956
1967,820,Malaysia,.16828956
1968,820,Malaysia,.16828956
1969,820,Malaysia,.16828956
1970,820,Malaysia,.16828956
1971,820,Malaysia,.16828956
1972,820,Malaysia,.16828956
1973,820,Malaysia,.16828956
1974,820,Malaysia,.16828956
1975,820,Malaysia,.16828956
1976,820,Malaysia,.16828956
1977,820,Malaysia,.16828956
1978,820,Malaysia,.16828956
1979,820,Malaysia,.16828956
1980,820,Malaysia,.16828956
1981,820,Malaysia,.16828956
1982,820,Malaysia,.16828956
1983,820,Malaysia,.16828956
1984,820,Malaysia,.16828956
1985,820,Malaysia,.16828956
1986,820,Malaysia,.16828956
1987,820,Malaysia,.16828956
1988,820,Malaysia,.35681182
1989,820,Malaysia,.47639054
1990,820,Malaysia,.47639054
1991,820,Malaysia,.47639054
1992,820,Malaysia,.47639054
1993,820,Malaysia,.47639054
1994,820,Malaysia,.47639054
1995,820,Malaysia,.47639054
1996,820,Malaysia,.47639054
1997,820,Malaysia,.47639054
1998,820,Malaysia,.47639054
1999,820,Malaysia,.47639054
2000,820,Malaysia,.47639054
2001,820,Malaysia,.47639054
2002,820,Malaysia,.47639054
2003,820,Malaysia,.47639054
2004,820,Malaysia,.16828956
2005,820,Malaysia,.16828956
2006,820,Malaysia,.16828956
2007,820,Malaysia,.16828956
2008,820,Malaysia,.16828956
2009,820,Malaysia,.16828956
2010,820,Malaysia,.16828956
1966,830,Singapore,0
1967,830,Singapore,0
1968,830,Singapore,0
1969,830,Singapore,0
1970,830,Singapore,0
1971,830,Singapore,0
1972,830,Singapore,0
1973,830,Singapore,0
1974,830,Singapore,0
1975,830,Singapore,0
1976,830,Singapore,0
1977,830,Singapore,0
1978,830,Singapore,0
1979,830,Singapore,0
1980,830,Singapore,0
1981,830,Singapore,0
1982,830,Singapore,0
1983,830,Singapore,0
1984,830,Singapore,0
1985,830,Singapore,0
1986,830,Singapore,0
1987,830,Singapore,0
1988,830,Singapore,0
1989,830,Singapore,0
1990,830,Singapore,0
1991,830,Singapore,0
1992,830,Singapore,0
1993,830,Singapore,0
1994,830,Singapore,0
1995,830,Singapore,0
1996,830,Singapore,0
1997,830,Singapore,0
1998,830,Singapore,0
1999,830,Singapore,0
2000,830,Singapore,0
2001,830,Singapore,0
2002,830,Singapore,0
2003,830,Singapore,0
2004,830,Singapore,0
2005,830,Singapore,0
2006,830,Singapore,0
2007,830,Singapore,0
2008,830,Singapore,0
2009,830,Singapore,0
2010,830,Singapore,0
1973,840,Philippines,.49566168
1974,840,Philippines,.49566168
1975,840,Philippines,.49566168
1976,840,Philippines,.49566168
1977,840,Philippines,.49566168
1978,840,Philippines,.49566168
1979,840,Philippines,.69098216
1980,840,Philippines,.69098216
1981,840,Philippines,.69098216
1982,840,Philippines,.69098216
1983,840,Philippines,.69098216
1984,840,Philippines,.69098216
1985,840,Philippines,.69098216
1986,840,Philippines,.69098216
1950,850,Indonesia,.24923688
1951,850,Indonesia,.24923688
1952,850,Indonesia,.24923688
1953,850,Indonesia,.24923688
1954,850,Indonesia,.24923688
1955,850,Indonesia,.24923688
1956,850,Indonesia,.24923688
1957,850,Indonesia,.24923688
1958,850,Indonesia,.31878942
1959,850,Indonesia,.31878942
1960,850,Indonesia,.31878942
1961,850,Indonesia,.31878942
1962,850,Indonesia,.31878942
1963,850,Indonesia,.31878942
1964,850,Indonesia,.31878942
1965,850,Indonesia,.31878942
1966,850,Indonesia,.39755204
1967,850,Indonesia,.63801968
1968,850,Indonesia,.88737601
1969,850,Indonesia,.88737601
1970,850,Indonesia,.88737601
1971,850,Indonesia,.88737601
1972,850,Indonesia,.88737601
1973,850,Indonesia,.88737601
1974,850,Indonesia,.88737601
1975,850,Indonesia,.88737601
1976,850,Indonesia,.88737601
1977,850,Indonesia,.88737601
1978,850,Indonesia,.88737601
1979,850,Indonesia,.88737601
1980,850,Indonesia,.88737601
1981,850,Indonesia,.88737601
1982,850,Indonesia,.88737601
1983,850,Indonesia,.88737601
1984,850,Indonesia,.88737601
1985,850,Indonesia,.88737601
1986,850,Indonesia,.88737601
1987,850,Indonesia,.88737601
1988,850,Indonesia,.88737601
1989,850,Indonesia,.88737601
1990,850,Indonesia,.88737601
1991,850,Indonesia,.88737601
1992,850,Indonesia,.88737601
1993,850,Indonesia,.88737601
1994,850,Indonesia,.88737601
1995,850,Indonesia,.88737601
1996,850,Indonesia,.88737601
1997,850,Indonesia,.88737601
1998,850,Indonesia,.88737601
1999,850,Indonesia,0
