year,cowcode,country,xpers
1953,355,Bulgaria,.66115373
1954,355,Bulgaria,.66115373
1955,355,Bulgaria,.53456527
1956,355,Bulgaria,.37271833
1957,355,Bulgaria,0
1958,355,Bulgaria,0
1959,355,Bulgaria,0
1960,355,Bulgaria,0
1961,355,Bulgaria,0
1962,355,Bulgaria,0
1963,355,Bulgaria,.18697317
1964,355,Bulgaria,.18697317
1965,355,Bulgaria,.18697317
1966,355,Bulgaria,.67398053
1967,355,Bulgaria,.67398053
1968,355,Bulgaria,.67398053
1969,355,Bulgaria,.67398053
1970,355,Bulgaria,.67398053
1971,355,Bulgaria,.67398053
1972,355,Bulgaria,.67398053
1973,355,Bulgaria,.67398053
1974,355,Bulgaria,.67398053
1975,355,Bulgaria,.67398053
1976,355,Bulgaria,.67398053
1977,355,Bulgaria,.67398053
1978,355,Bulgaria,.67398053
1979,355,Bulgaria,.67398053
1980,355,Bulgaria,.67398053
1981,355,Bulgaria,.67398053
1982,355,Bulgaria,.67398053
1983,355,Bulgaria,.67398053
1984,355,Bulgaria,.67398053
1985,355,Bulgaria,.67398053
1986,355,Bulgaria,.54604667
1987,355,Bulgaria,.54604667
1988,355,Bulgaria,.43382025
1989,355,Bulgaria,.33389109
1990,355,Bulgaria,0
1946,360,Romania,.25147712
1947,360,Romania,.25147712
1948,360,Romania,.25147712
1949,360,Romania,.3587645
1950,360,Romania,.3587645
1951,360,Romania,.3587645
1952,360,Romania,.3587645
1953,360,Romania,.3587645
1954,360,Romania,.3587645
1955,360,Romania,.3587645
1956,360,Romania,.3587645
1957,360,Romania,.47827995
1958,360,Romania,.78157246
1959,360,Romania,.78157246
1960,360,Romania,.78157246
1961,360,Romania,.78157246
1962,360,Romania,.78157246
1963,360,Romania,.78157246
1964,360,Romania,.78157246
1965,360,Romania,.78157246
1966,360,Romania,.13625468
1967,360,Romania,.13625468
1968,360,Romania,.13625468
1969,360,Romania,.34700981
1970,360,Romania,.63336504
1971,360,Romania,.63336504
1972,360,Romania,.7346462
1973,360,Romania,.87193984
1974,360,Romania,.87193984
1975,360,Romania,.87193984
1976,360,Romania,.87193984
1977,360,Romania,.87193984
1978,360,Romania,.87193984
1979,360,Romania,.87193984
1980,360,Romania,.87193984
1981,360,Romania,.87193984
1982,360,Romania,.87193984
1983,360,Romania,.87193984
1984,360,Romania,.87193984
1985,360,Romania,.87193984
1986,360,Romania,.87193984
1987,360,Romania,.87193984
1988,360,Romania,.87193984
1989,360,Romania,.87193984
1946,365,Russia,.87193984
1947,365,Russia,.87193984
1948,365,Russia,.87193984
1949,365,Russia,.87193984
1950,365,Russia,.87193984
1951,365,Russia,.87193984
1952,365,Russia,.87193984
1953,365,Russia,.87193984
1954,365,Russia,0
1955,365,Russia,0
1956,365,Russia,0
1957,365,Russia,0
1958,365,Russia,.16828956
1959,365,Russia,.16828956
1960,365,Russia,.16828956
1961,365,Russia,.16828956
1962,365,Russia,.16828956
1963,365,Russia,.16828956
1964,365,Russia,0
1965,365,Russia,0
1966,365,Russia,0
1967,365,Russia,0
1968,365,Russia,0
1969,365,Russia,0
1970,365,Russia,0
1971,365,Russia,0
1972,365,Russia,0
1973,365,Russia,0
1974,365,Russia,0
1975,365,Russia,0
1976,365,Russia,0
1977,365,Russia,0
1978,365,Russia,0
1979,365,Russia,0
1980,365,Russia,0
1981,365,Russia,0
1982,365,Russia,0
1983,365,Russia,0
1984,365,Russia,0
1985,365,Russia,0
1986,365,Russia,0
1987,365,Russia,0
1988,365,Russia,0
1989,365,Russia,0
1990,365,Russia,0
1991,365,Russia,0
1994,365,Russia,.35681182
1995,365,Russia,.35681182
1996,365,Russia,.35681182
1997,365,Russia,.35681182
1998,365,Russia,.35681182
1999,365,Russia,.35681182
2000,365,Russia,.54131275
2001,365,Russia,.54131275
2002,365,Russia,.54131275
2003,365,Russia,.54131275
2004,365,Russia,.54131275
2005,365,Russia,.54131275
2006,365,Russia,.6059227
2007,365,Russia,.6059227
2008,365,Russia,.6059227
2009,365,Russia,.6059227
2010,365,Russia,.6059227
1992,370,Belarus,0
1993,370,Belarus,0
1994,370,Belarus,.16828956
1995,370,Belarus,.41961691
1996,370,Belarus,.41961691
1997,370,Belarus,.41961691
1998,370,Belarus,.41961691
1999,370,Belarus,.41961691
2000,370,Belarus,.5064351
2001,370,Belarus,.5064351
2002,370,Belarus,.5064351
2003,370,Belarus,.5064351
2004,370,Belarus,.5064351
2005,370,Belarus,.5064351
2006,370,Belarus,.5064351
2007,370,Belarus,.5064351
2008,370,Belarus,.5064351
2009,370,Belarus,.5064351
2010,370,Belarus,.5064351
1995,371,Armenia,.35681182
1996,371,Armenia,.35681182
1997,371,Armenia,.35681182
1998,371,Armenia,.24923688
1999,371,Armenia,.35681182
2000,371,Armenia,.35681182
2001,371,Armenia,.35681182
2002,371,Armenia,.35681182
2003,371,Armenia,.35681182
2004,371,Armenia,.35681182
2005,371,Armenia,.35681182
2006,371,Armenia,.35681182
2007,371,Armenia,.35681182
2008,371,Armenia,.35681182
2009,371,Armenia,.35681182
2010,371,Armenia,.35681182
1992,372,Georgia,.24923688
1993,372,Georgia,0
1994,372,Georgia,.61355478
1995,372,Georgia,.61355478
1996,372,Georgia,.49102309
1997,372,Georgia,.49102309
1998,372,Georgia,.49102309
1999,372,Georgia,.49102309
2000,372,Georgia,.49102309
2001,372,Georgia,.49102309
2002,372,Georgia,.49102309
2003,372,Georgia,.49102309
1992,373,Azerbaijan,0
1994,373,Azerbaijan,.56739014
1995,373,Azerbaijan,.78157246
1996,373,Azerbaijan,.78157246
1997,373,Azerbaijan,.78157246
1998,373,Azerbaijan,.78157246
1999,373,Azerbaijan,.78157246
2000,373,Azerbaijan,.78157246
2001,373,Azerbaijan,.78157246
2002,373,Azerbaijan,.64589882
2003,373,Azerbaijan,.78157246
2004,373,Azerbaijan,.16828956
2005,373,Azerbaijan,.16828956
2006,373,Azerbaijan,.16828956
2007,373,Azerbaijan,.16828956
2008,373,Azerbaijan,.16828956
2009,373,Azerbaijan,.16828956
2010,373,Azerbaijan,.16828956
1975,404,Guinea-Bissau,.15219994
1976,404,Guinea-Bissau,.15219994
1977,404,Guinea-Bissau,.15219994
1978,404,Guinea-Bissau,.15219994
1979,404,Guinea-Bissau,.15219994
1980,404,Guinea-Bissau,.37996772
1981,404,Guinea-Bissau,0
1982,404,Guinea-Bissau,.35681182
1983,404,Guinea-Bissau,.35681182
1984,404,Guinea-Bissau,.35681182
1985,404,Guinea-Bissau,.4692907
1986,404,Guinea-Bissau,.68640751
1987,404,Guinea-Bissau,.68640751
1988,404,Guinea-Bissau,.68640751
1989,404,Guinea-Bissau,.68640751
1990,404,Guinea-Bissau,.68640751
1991,404,Guinea-Bissau,.44452095
1992,404,Guinea-Bissau,.44452095
1993,404,Guinea-Bissau,.44452095
1994,404,Guinea-Bissau,.44452095
1995,404,Guinea-Bissau,.44452095
1996,404,Guinea-Bissau,.44452095
1997,404,Guinea-Bissau,.44452095
1998,404,Guinea-Bissau,.56441557
1999,404,Guinea-Bissau,.56441557
2003,404,Guinea-Bissau,.44452095
1966,420,Gambia,0
1967,420,Gambia,0
1968,420,Gambia,0
1969,420,Gambia,.37804279
1970,420,Gambia,.37804279
1971,420,Gambia,.37804279
1972,420,Gambia,.37804279
1973,420,Gambia,.37804279
1974,420,Gambia,.37804279
1975,420,Gambia,.37804279
1976,420,Gambia,.37804279
1977,420,Gambia,.37804279
1978,420,Gambia,.37804279
1979,420,Gambia,.37804279
1980,420,Gambia,.37804279
1981,420,Gambia,.37804279
1982,420,Gambia,.37804279
1983,420,Gambia,.37804279
1984,420,Gambia,.37804279
1985,420,Gambia,.37804279
1986,420,Gambia,.37804279
1987,420,Gambia,.37804279
1988,420,Gambia,.37804279
1989,420,Gambia,.37804279
1990,420,Gambia,.37804279
1991,420,Gambia,.37804279
1992,420,Gambia,.37804279
1993,420,Gambia,.37804279
1994,420,Gambia,.37804279
1995,420,Gambia,.42258447
1996,420,Gambia,.58450258
1997,420,Gambia,.66232759
1998,420,Gambia,.66232759
1999,420,Gambia,.66232759
2000,420,Gambia,.66232759
2001,420,Gambia,.66232759
2002,420,Gambia,.66232759
2003,420,Gambia,.66232759
2004,420,Gambia,.66232759
2005,420,Gambia,.66232759
2006,420,Gambia,.66232759
2007,420,Gambia,.66232759
2008,420,Gambia,.66232759
2009,420,Gambia,.66232759
2010,420,Gambia,.66232759
1961,432,Mali,.11412159
1962,432,Mali,.11412159
1963,432,Mali,.11412159
1964,432,Mali,.11412159
1965,432,Mali,.11412159
1966,432,Mali,.11412159
1967,432,Mali,.11412159
1968,432,Mali,.32676023
1969,432,Mali,0
1970,432,Mali,.15219994
1971,432,Mali,.15219994
1972,432,Mali,.15219994
1973,432,Mali,.15219994
1974,432,Mali,.15219994
1975,432,Mali,.15219994
1976,432,Mali,.15219994
1977,432,Mali,.35398135
1978,432,Mali,.35398135
1979,432,Mali,.51609313
1980,432,Mali,.51609313
1981,432,Mali,.51609313
1982,432,Mali,.51609313
1983,432,Mali,.51609313
1984,432,Mali,.51609313
1985,432,Mali,.63292742
1986,432,Mali,.63292742
1987,432,Mali,.63292742
1988,432,Mali,.63292742
1989,432,Mali,.63292742
1990,432,Mali,.63292742
1991,432,Mali,.63292742
1961,433,Senegal,.24923688
1962,433,Senegal,.24923688
1963,433,Senegal,.24923688
1964,433,Senegal,.24923688
1965,433,Senegal,.24923688
1966,433,Senegal,.24923688
1967,433,Senegal,.24923688
1968,433,Senegal,.24923688
1969,433,Senegal,.24923688
1970,433,Senegal,.24923688
1971,433,Senegal,.24923688
1972,433,Senegal,.24923688
1973,433,Senegal,.24923688
1974,433,Senegal,.24923688
1975,433,Senegal,.24923688
1976,433,Senegal,.24923688
1977,433,Senegal,.24923688
1978,433,Senegal,.24923688
1979,433,Senegal,.24923688
1980,433,Senegal,.24923688
1981,433,Senegal,.24923688
1982,433,Senegal,.24923688
1983,433,Senegal,.24923688
1984,433,Senegal,.24923688
1985,433,Senegal,.24923688
1986,433,Senegal,.24923688
1987,433,Senegal,.24923688
1988,433,Senegal,.24923688
1989,433,Senegal,.24923688
1990,433,Senegal,.24923688
1991,433,Senegal,.24923688
1992,433,Senegal,.24923688
1993,433,Senegal,.24923688
1994,433,Senegal,.24923688
1995,433,Senegal,.24923688
1996,433,Senegal,.24923688
1997,433,Senegal,.24923688
1998,433,Senegal,.24923688
1999,433,Senegal,.24923688
2000,433,Senegal,.24923688
1961,434,Benin,.16828956
1962,434,Benin,.27689362
1963,434,Benin,.27689362
1964,434,Benin,0
1965,434,Benin,.15219994
1966,434,Benin,0
1967,434,Benin,0
1968,434,Benin,0
1969,434,Benin,.13625468
1970,434,Benin,0
1973,434,Benin,.11412159
1974,434,Benin,.23441873
1975,434,Benin,.23441873
1976,434,Benin,.65472275
1977,434,Benin,.86464345
1978,434,Benin,.86464345
1979,434,Benin,.86464345
1980,434,Benin,.86464345
1981,434,Benin,.86464345
1982,434,Benin,.86464345
1983,434,Benin,.86464345
1984,434,Benin,.86464345
1985,434,Benin,.86464345
1986,434,Benin,.86464345
1987,434,Benin,.86464345
1988,434,Benin,.86464345
1989,434,Benin,.86464345
1990,434,Benin,.86464345
1961,435,Mauritania,0
1962,435,Mauritania,.12917839
1963,435,Mauritania,.12917839
1964,435,Mauritania,.12917839
1965,435,Mauritania,.44276673
1966,435,Mauritania,.44276673
1967,435,Mauritania,.44276673
1968,435,Mauritania,.44276673
1969,435,Mauritania,.44276673
1970,435,Mauritania,.44276673
1971,435,Mauritania,.44276673
1972,435,Mauritania,.44276673
1973,435,Mauritania,.44276673
1974,435,Mauritania,.44276673
1975,435,Mauritania,.50466579
1976,435,Mauritania,.50466579
1977,435,Mauritania,.50466579
1978,435,Mauritania,.50466579
1979,435,Mauritania,.15219994
1980,435,Mauritania,.24923688
1981,435,Mauritania,.24923688
1982,435,Mauritania,.24923688
1983,435,Mauritania,.24923688
1984,435,Mauritania,.24923688
1985,435,Mauritania,.24923688
1986,435,Mauritania,.41961691
1987,435,Mauritania,.41961691
1988,435,Mauritania,.58450258
1989,435,Mauritania,.58450258
1990,435,Mauritania,.58450258
1991,435,Mauritania,.58450258
1992,435,Mauritania,.66232759
1993,435,Mauritania,.66232759
1994,435,Mauritania,.66232759
1995,435,Mauritania,.66232759
1996,435,Mauritania,.66232759
1997,435,Mauritania,.66232759
1998,435,Mauritania,.66232759
1999,435,Mauritania,.66232759
2000,435,Mauritania,.66232759
2001,435,Mauritania,.66232759
2002,435,Mauritania,.66232759
2003,435,Mauritania,.66232759
2004,435,Mauritania,.66232759
2005,435,Mauritania,.66232759
2006,435,Mauritania,.33275777
2007,435,Mauritania,.33275777
2009,435,Mauritania,.33275777
2010,435,Mauritania,.56846595
1961,436,Niger,.37804279
1962,436,Niger,.37804279
1963,436,Niger,.37804279
1964,436,Niger,.44030264
1965,436,Niger,.44030264
1966,436,Niger,.60645258
1967,436,Niger,.60645258
1968,436,Niger,.60645258
1969,436,Niger,.60645258
1970,436,Niger,.60645258
1971,436,Niger,.60645258
1972,436,Niger,.60645258
1973,436,Niger,.52735144
1974,436,Niger,.52735144
1975,436,Niger,.33389109
1976,436,Niger,.33389109
1977,436,Niger,.33389109
1978,436,Niger,.33389109
1979,436,Niger,.33389109
1980,436,Niger,.33389109
1981,436,Niger,.33389109
1982,436,Niger,.33389109
1983,436,Niger,.33389109
1984,436,Niger,.39755204
1985,436,Niger,.39755204
1986,436,Niger,.39755204
1987,436,Niger,.39755204
1988,436,Niger,.39755204
1989,436,Niger,.46906376
1990,436,Niger,.46906376
1991,436,Niger,.46906376
1997,436,Niger,.42919856
1998,436,Niger,.42919856
1999,436,Niger,.42919856
1961,437,Cote d'Ivoire,.16828956
1962,437,Cote d'Ivoire,.16828956
1963,437,Cote d'Ivoire,.16828956
1964,437,Cote d'Ivoire,.24796054
1965,437,Cote d'Ivoire,.41961691
1966,437,Cote d'Ivoire,.41961691
1967,437,Cote d'Ivoire,.41961691
1968,437,Cote d'Ivoire,.41961691
1969,437,Cote d'Ivoire,.41961691
1970,437,Cote d'Ivoire,.41961691
1971,437,Cote d'Ivoire,.41961691
1972,437,Cote d'Ivoire,.41961691
1973,437,Cote d'Ivoire,.41961691
1974,437,Cote d'Ivoire,.41961691
1975,437,Cote d'Ivoire,.41961691
1976,437,Cote d'Ivoire,.41961691
1977,437,Cote d'Ivoire,.41961691
1978,437,Cote d'Ivoire,.41961691
1979,437,Cote d'Ivoire,.41961691
1980,437,Cote d'Ivoire,.41961691
1981,437,Cote d'Ivoire,.53879076
1982,437,Cote d'Ivoire,.53879076
1983,437,Cote d'Ivoire,.53879076
1984,437,Cote d'Ivoire,.53879076
1985,437,Cote d'Ivoire,.53879076
1986,437,Cote d'Ivoire,.53879076
1987,437,Cote d'Ivoire,.53879076
1988,437,Cote d'Ivoire,.53879076
1989,437,Cote d'Ivoire,.53879076
1990,437,Cote d'Ivoire,.53879076
1991,437,Cote d'Ivoire,.41961691
1992,437,Cote d'Ivoire,.41961691
1993,437,Cote d'Ivoire,.41961691
1994,437,Cote d'Ivoire,.41961691
1995,437,Cote d'Ivoire,.41961691
1996,437,Cote d'Ivoire,.41961691
1997,437,Cote d'Ivoire,.41961691
1998,437,Cote d'Ivoire,.41961691
1999,437,Cote d'Ivoire,.41961691
2000,437,Cote d'Ivoire,.41961691
2001,437,Cote d'Ivoire,.40834388
2002,437,Cote d'Ivoire,.5064351
2003,437,Cote d'Ivoire,.5064351
2004,437,Cote d'Ivoire,.5064351
2005,437,Cote d'Ivoire,.5064351
2006,437,Cote d'Ivoire,.58450258
2007,437,Cote d'Ivoire,.58450258
2008,437,Cote d'Ivoire,.58450258
2009,437,Cote d'Ivoire,.58450258
2010,437,Cote d'Ivoire,.58450258
1959,438,Guinea,.35681182
1960,438,Guinea,.35681182
1961,438,Guinea,.35681182
1962,438,Guinea,.35681182
1963,438,Guinea,.35681182
1964,438,Guinea,.4692907
1965,438,Guinea,.4692907
1966,438,Guinea,.4692907
1967,438,Guinea,.4692907
1968,438,Guinea,.59037942
1969,438,Guinea,.59037942
1970,438,Guinea,.67398053
1971,438,Guinea,.87193984
1972,438,Guinea,.87193984
1973,438,Guinea,.87193984
1974,438,Guinea,.87193984
1975,438,Guinea,.87193984
1976,438,Guinea,.87193984
1977,438,Guinea,.87193984
1978,438,Guinea,.87193984
1979,438,Guinea,.87193984
1980,438,Guinea,.87193984
1981,438,Guinea,.87193984
1982,438,Guinea,.87193984
1983,438,Guinea,.87193984
1984,438,Guinea,.87193984
1985,438,Guinea,.49566168
1986,438,Guinea,.58450258
1987,438,Guinea,.58450258
1988,438,Guinea,.58450258
1989,438,Guinea,.58450258
1990,438,Guinea,.58450258
1991,438,Guinea,.58450258
1992,438,Guinea,.58450258
1993,438,Guinea,1
1994,438,Guinea,1
1995,438,Guinea,1
1996,438,Guinea,1
1997,438,Guinea,1
1998,438,Guinea,1
1999,438,Guinea,1
2000,438,Guinea,1
2001,438,Guinea,1
2002,438,Guinea,1
2003,438,Guinea,1
2004,438,Guinea,1
2005,438,Guinea,1
2006,438,Guinea,1
2007,438,Guinea,1
2008,438,Guinea,1
2009,438,Guinea,.42150977
2010,438,Guinea,.15219994
1961,439,Burkina Faso,.35681182
1962,439,Burkina Faso,.41961691
1963,439,Burkina Faso,.41961691
1964,439,Burkina Faso,.41961691
1965,439,Burkina Faso,.41961691
1966,439,Burkina Faso,.41961691
1967,439,Burkina Faso,0
1968,439,Burkina Faso,0
1969,439,Burkina Faso,0
1970,439,Burkina Faso,0
1971,439,Burkina Faso,0
1972,439,Burkina Faso,0
1973,439,Burkina Faso,0
1974,439,Burkina Faso,0
1975,439,Burkina Faso,0
1976,439,Burkina Faso,0
1977,439,Burkina Faso,0
1978,439,Burkina Faso,0
1979,439,Burkina Faso,0
1980,439,Burkina Faso,0
1981,439,Burkina Faso,0
1982,439,Burkina Faso,0
1983,439,Burkina Faso,0
1984,439,Burkina Faso,.2646189
1985,439,Burkina Faso,.3587645
1986,439,Burkina Faso,.3587645
1987,439,Burkina Faso,.52077049
1988,439,Burkina Faso,.44452095
1989,439,Burkina Faso,.44452095
1990,439,Burkina Faso,.51609313
1991,439,Burkina Faso,.7122426
1992,439,Burkina Faso,.86464345
1993,439,Burkina Faso,.86464345
1994,439,Burkina Faso,.86464345
1995,439,Burkina Faso,.86464345
1996,439,Burkina Faso,.86464345
1997,439,Burkina Faso,.86464345
1998,439,Burkina Faso,.86464345
1999,439,Burkina Faso,.86464345
2000,439,Burkina Faso,.86464345
2001,439,Burkina Faso,.86464345
2002,439,Burkina Faso,.86464345
2003,439,Burkina Faso,.86464345
2004,439,Burkina Faso,.86464345
2005,439,Burkina Faso,.86464345
2006,439,Burkina Faso,.86464345
2007,439,Burkina Faso,.7122426
2008,439,Burkina Faso,.7122426
2009,439,Burkina Faso,.7122426
2010,439,Burkina Faso,.7122426
1946,450,Liberia,.24923688
1947,450,Liberia,.24923688
1948,450,Liberia,.24923688
1949,450,Liberia,.24923688
1950,450,Liberia,.24923688
1951,450,Liberia,.24923688
1952,450,Liberia,.35681182
1953,450,Liberia,.35681182
1954,450,Liberia,.35681182
1955,450,Liberia,.35681182
1956,450,Liberia,.35681182
1957,450,Liberia,.35681182
1958,450,Liberia,.35681182
1959,450,Liberia,.35681182
1960,450,Liberia,.35681182
1961,450,Liberia,.35681182
1962,450,Liberia,.35681182
1963,450,Liberia,.35681182
1964,450,Liberia,.35681182
1965,450,Liberia,.35681182
1966,450,Liberia,.35681182
1967,450,Liberia,.35681182
1968,450,Liberia,.35681182
1969,450,Liberia,.35681182
1970,450,Liberia,.35681182
1971,450,Liberia,.35681182
1972,450,Liberia,.35681182
1973,450,Liberia,.43382025
1974,450,Liberia,.43382025
1975,450,Liberia,.43382025
1976,450,Liberia,.43382025
1977,450,Liberia,.43382025
1978,450,Liberia,.43382025
1979,450,Liberia,.43382025
1980,450,Liberia,.43382025
1981,450,Liberia,.52077049
1982,450,Liberia,.52077049
1983,450,Liberia,.52077049
1984,450,Liberia,.58450258
1985,450,Liberia,.66232759
1986,450,Liberia,.66232759
1987,450,Liberia,.66232759
1988,450,Liberia,.66232759
1989,450,Liberia,.66232759
1990,450,Liberia,.66232759
1998,450,Liberia,.5064351
1999,450,Liberia,.5064351
2000,450,Liberia,.5064351
2001,450,Liberia,.5064351
2002,450,Liberia,.5064351
2003,450,Liberia,.5064351
1968,451,Sierra Leone,.15219994
1969,451,Sierra Leone,.25147712
1970,451,Sierra Leone,.25147712
1971,451,Sierra Leone,.25147712
1972,451,Sierra Leone,.58450258
1973,451,Sierra Leone,.58450258
1974,451,Sierra Leone,.58450258
1975,451,Sierra Leone,.58450258
1976,451,Sierra Leone,.58450258
1977,451,Sierra Leone,.58450258
1978,451,Sierra Leone,.58450258
1979,451,Sierra Leone,.87193984
1980,451,Sierra Leone,.87193984
1981,451,Sierra Leone,.87193984
1982,451,Sierra Leone,.87193984
1983,451,Sierra Leone,.87193984
1984,451,Sierra Leone,.87193984
1985,451,Sierra Leone,.87193984
1986,451,Sierra Leone,.13625468
1987,451,Sierra Leone,.33389109
1988,451,Sierra Leone,.43382025
1989,451,Sierra Leone,.43382025
1990,451,Sierra Leone,.43382025
1991,451,Sierra Leone,.43382025
1992,451,Sierra Leone,.43382025
1993,451,Sierra Leone,.25147712
1994,451,Sierra Leone,.25147712
1995,451,Sierra Leone,.25147712
1996,451,Sierra Leone,.33100146
1998,451,Sierra Leone,.52077049
1961,452,Ghana,.37078485
1962,452,Ghana,.37078485
1963,452,Ghana,.37078485
1964,452,Ghana,.53154832
1965,452,Ghana,.70924431
1966,452,Ghana,.70924431
1967,452,Ghana,.15219994
1968,452,Ghana,.15219994
1969,452,Ghana,0
1973,452,Ghana,.15219994
1974,452,Ghana,0
1975,452,Ghana,.15219994
1976,452,Ghana,.15219994
1977,452,Ghana,.15219994
1978,452,Ghana,.15219994
1979,452,Ghana,0
1982,452,Ghana,.40834388
1983,452,Ghana,.40834388
1984,452,Ghana,.5064351
1985,452,Ghana,.58450258
1986,452,Ghana,.58450258
1987,452,Ghana,.58450258
1988,452,Ghana,.58450258
1989,452,Ghana,.5064351
1990,452,Ghana,.5064351
1991,452,Ghana,.5064351
1992,452,Ghana,.5064351
1993,452,Ghana,.57964879
1994,452,Ghana,.57964879
1995,452,Ghana,.57964879
1996,452,Ghana,.57964879
1997,452,Ghana,.57964879
1998,452,Ghana,.57964879
1999,452,Ghana,.57964879
2000,452,Ghana,.57964879
1961,461,Togo,.24923688
1962,461,Togo,.24923688
1963,461,Togo,.24923688
1964,461,Togo,.24923688
1965,461,Togo,.24923688
1966,461,Togo,.24923688
1967,461,Togo,.24923688
1968,461,Togo,.24923688
1969,461,Togo,.24923688
1970,461,Togo,.32899925
1971,461,Togo,.32899925
1972,461,Togo,.56259483
1973,461,Togo,.56259483
1974,461,Togo,.56259483
1975,461,Togo,.56259483
1976,461,Togo,.65593064
1977,461,Togo,.65593064
1978,461,Togo,.72888565
1979,461,Togo,.86464345
1980,461,Togo,.86464345
1981,461,Togo,.86464345
1982,461,Togo,.86464345
1983,461,Togo,.86464345
1984,461,Togo,.86464345
1985,461,Togo,.86464345
1986,461,Togo,.86464345
1987,461,Togo,.86464345
1988,461,Togo,1
1989,461,Togo,1
1990,461,Togo,1
1991,461,Togo,1
1992,461,Togo,.80163735
1993,461,Togo,.80163735
1994,461,Togo,.66232759
1995,461,Togo,.66232759
1996,461,Togo,.66232759
1997,461,Togo,.80163735
1998,461,Togo,1
1999,461,Togo,1
2000,461,Togo,1
2001,461,Togo,1
2002,461,Togo,1
2003,461,Togo,1
2004,461,Togo,1
2005,461,Togo,1
2006,461,Togo,.49566168
2007,461,Togo,.49566168
2008,461,Togo,.49566168
2009,461,Togo,.49566168
2010,461,Togo,.58450258
1961,471,Cameroon,.35681182
1962,471,Cameroon,.35681182
1963,471,Cameroon,.43382025
1964,471,Cameroon,.43382025
1965,471,Cameroon,.43382025
1966,471,Cameroon,.43382025
1967,471,Cameroon,.67398053
1968,471,Cameroon,.67398053
1969,471,Cameroon,.67398053
1970,471,Cameroon,.67398053
1971,471,Cameroon,.67398053
1972,471,Cameroon,.67398053
1973,471,Cameroon,.67398053
1974,471,Cameroon,.67398053
1975,471,Cameroon,.67398053
1976,471,Cameroon,.67398053
1977,471,Cameroon,.67398053
1978,471,Cameroon,.67398053
1979,471,Cameroon,.67398053
1980,471,Cameroon,.67398053
1981,471,Cameroon,.67398053
1982,471,Cameroon,.67398053
1983,471,Cameroon,.56739014
1984,471,Cameroon,.67398053
1985,471,Cameroon,.78157246
1986,471,Cameroon,.78157246
1987,471,Cameroon,.78157246
1988,471,Cameroon,.78157246
1989,471,Cameroon,.78157246
1990,471,Cameroon,.78157246
1991,471,Cameroon,.78157246
1992,471,Cameroon,.78157246
1993,471,Cameroon,.78157246
1994,471,Cameroon,.78157246
1995,471,Cameroon,.78157246
1996,471,Cameroon,.78157246
1997,471,Cameroon,.78157246
1998,471,Cameroon,.78157246
1999,471,Cameroon,.78157246
2000,471,Cameroon,.78157246
2001,471,Cameroon,.78157246
2002,471,Cameroon,.78157246
2003,471,Cameroon,.78157246
2004,471,Cameroon,.78157246
2005,471,Cameroon,.78157246
2006,471,Cameroon,.78157246
2007,471,Cameroon,.78157246
2008,471,Cameroon,.78157246
2009,471,Cameroon,.78157246
2010,471,Cameroon,.78157246
1967,475,Nigeria,0
1968,475,Nigeria,0
1969,475,Nigeria,0
1970,475,Nigeria,0
1971,475,Nigeria,0
1972,475,Nigeria,0
1973,475,Nigeria,0
1974,475,Nigeria,0
1975,475,Nigeria,0
1976,475,Nigeria,0
1977,475,Nigeria,.16828956
1978,475,Nigeria,.16828956
1979,475,Nigeria,.16828956
1984,475,Nigeria,0
1985,475,Nigeria,0
1986,475,Nigeria,.44452095
1987,475,Nigeria,.44452095
1988,475,Nigeria,.44452095
1989,475,Nigeria,.44452095
1990,475,Nigeria,.44452095
1991,475,Nigeria,.52077049
1992,475,Nigeria,.52077049
1993,475,Nigeria,.58450258
1994,475,Nigeria,.41961691
1995,475,Nigeria,.41961691
1996,475,Nigeria,.58450258
1997,475,Nigeria,.58450258
1998,475,Nigeria,.58450258
1999,475,Nigeria,0
1961,481,Gabon,.4692907
1962,481,Gabon,.4692907
1963,481,Gabon,.4692907
1964,481,Gabon,.4692907
1965,481,Gabon,.37078485
1966,481,Gabon,.37078485
1967,481,Gabon,.37078485
1968,481,Gabon,.56739014
1969,481,Gabon,.56739014
1970,481,Gabon,.56739014
1971,481,Gabon,.56739014
1972,481,Gabon,.56739014
1973,481,Gabon,.56739014
1974,481,Gabon,.56739014
1975,481,Gabon,.56739014
1976,481,Gabon,.56739014
1977,481,Gabon,.56739014
1978,481,Gabon,.56739014
1979,481,Gabon,.56739014
1980,481,Gabon,.56739014
1981,481,Gabon,.56739014
1982,481,Gabon,.56739014
1983,481,Gabon,.56739014
1984,481,Gabon,.56739014
1985,481,Gabon,.56739014
1986,481,Gabon,.56739014
1987,481,Gabon,.56739014
1988,481,Gabon,.56739014
1989,481,Gabon,.56739014
1990,481,Gabon,.56739014
1991,481,Gabon,.56739014
1992,481,Gabon,.56739014
1993,481,Gabon,.56739014
1994,481,Gabon,.56739014
1995,481,Gabon,.56739014
1996,481,Gabon,.56739014
1997,481,Gabon,.56739014
1998,481,Gabon,.56739014
1999,481,Gabon,.56739014
2000,481,Gabon,.56739014
2001,481,Gabon,.56739014
2002,481,Gabon,.56739014
2003,481,Gabon,.56739014
2004,481,Gabon,.56739014
2005,481,Gabon,.56739014
2006,481,Gabon,.56739014
2007,481,Gabon,.56739014
2008,481,Gabon,.56739014
2009,481,Gabon,.56739014
2010,481,Gabon,.56739014
